,data,nuovi_positivi,nuovi_positivi_Tikhonov,Rt,Rt_interv_cred_min,Rt_interv_cred_max
175,2020-08-17 23:59:00,320,544.0706124726875,1.3025977803355255,1.1978298457909786,1.4141014517794372
176,2020-08-18 23:59:00,403,601.6825358226162,1.3884739859375075,1.2796771211941746,1.5017372004226042
177,2020-08-19 23:59:00,642,677.342650498454,1.492615716820597,1.3794606990330736,1.6014831807895273
178,2020-08-20 23:59:00,845,766.1968289587612,1.59822359769173,1.4815745444251265,1.7044321990142928
179,2020-08-21 23:59:00,947,861.0785997075602,1.6796032835046044,1.5691921137278693,1.7884685398804359
180,2020-08-22 23:59:00,1071,954.8281365958263,1.7231924951819078,1.615773888467157,1.8305879477857767
181,2020-08-23 23:59:00,1210,1041.8732028830225,1.7256274818770128,1.6212637098487328,1.8292830105842228
182,2020-08-24 23:59:00,953,1118.9508802432208,1.6969532482502994,1.5973643808644586,1.7959176869326603
183,2020-08-25 23:59:00,878,1184.667581530299,1.64454648121344,1.5537201619409875,1.739476799216713
184,2020-08-26 23:59:00,1367,1237.387806107631,1.5769909823920967,1.4915586644759076,1.6691197769634813
185,2020-08-27 23:59:00,1411,1274.7823889783324,1.5018507900355216,1.4202148549251303,1.58351852606794
186,2020-08-28 23:59:00,1462,1296.4634388604893,1.4218113142708613,1.344707303983542,1.4988477177232737
187,2020-08-29 23:59:00,1444,1305.3331396790993,1.344258675547082,1.2680899671602763,1.4131468776189673
188,2020-08-30 23:59:00,1365,1307.590394217471,1.2764728168727748,1.2057409186307337,1.3448348906261318
189,2020-08-31 23:59:00,996,1311.1020801789793,1.2231174070302364,1.1595293463760326,1.2887378627170225
190,2020-09-01 23:59:00,978,1322.387657864693,1.1877862940761739,1.1236289607589445,1.2519352098068464
191,2020-09-02 23:59:00,1326,1343.0296683842805,1.1693839923532363,1.1070446119446176,1.232075328534407
192,2020-09-03 23:59:00,1397,1369.235260863146,1.1599812210366627,1.1016875149709289,1.2230800389119367
193,2020-09-04 23:59:00,1733,1394.8715929457442,1.1535261442912819,1.093832381382905,1.2148773644372903
194,2020-09-05 23:59:00,1694,1414.6715272415995,1.1433399191850064,1.0834029270854286,1.2029562219797418
195,2020-09-06 23:59:00,1297,1427.1616790748108,1.1287980484714062,1.0715152191507205,1.1871216814328736
196,2020-09-07 23:59:00,1108,1434.2191860338542,1.112955633713417,1.0570646057783626,1.1705911886868603
197,2020-09-08 23:59:00,1370,1437.8451884326064,1.0969036189234047,1.0392941491532641,1.1522665083056467
198,2020-09-09 23:59:00,1434,1438.239922844773,1.0806823804829706,1.0272133291971932,1.1385778208124973
199,2020-09-10 23:59:00,1597,1434.7200172583678,1.0645257878513406,1.0107003524466875,1.121007338987053
200,2020-09-11 23:59:00,1616,1427.3242293541855,1.0478105643687392,0.9939394903431773,1.103437643350352
201,2020-09-12 23:59:00,1501,1418.5015900617645,1.03298594022728,0.9819193804222645,1.0874473792095205
202,2020-09-13 23:59:00,1458,1413.176741535353,1.0225122492523309,0.9678678604027046,1.074559086883915
203,2020-09-14 23:59:00,1008,1416.9285227733274,1.0207698973003918,0.9683453687847234,1.074834269951837
204,2020-09-15 23:59:00,1229,1433.3435655269502,1.029323329113335,0.9773983099045431,1.0831719796204666
205,2020-09-16 23:59:00,1452,1460.9416682476078,1.0456865802242663,0.9922500559345929,1.0983287065239091
206,2020-09-17 23:59:00,1585,1494.1904388273174,1.064762924483975,1.0122801910461072,1.118307441405917
207,2020-09-18 23:59:00,1907,1526.5633889723415,1.0809486283303356,1.0278943180049105,1.1352294710383388
208,2020-09-19 23:59:00,1638,1553.687434295778,1.0911421618324242,1.035292715807804,1.1433577768567298
209,2020-09-20 23:59:00,1587,1575.6023028431048,1.0950864208586064,1.0416579905024679,1.149385986747628
210,2020-09-21 23:59:00,1350,1595.215580927086,1.0963422439203647,1.045260198981733,1.1519154645530614
211,2020-09-22 23:59:00,1392,1615.924627628339,1.0973890504428716,1.0450131678020664,1.1525720259293797
212,2020-09-23 23:59:00,1640,1639.12451623825,1.0991848891698117,1.0443678758665083,1.1516645076251155
213,2020-09-24 23:59:00,1786,1664.1681274932052,1.1018269368714395,1.0460933684308102,1.1515293535656508
214,2020-09-25 23:59:00,1912,1690.575492613597,1.1050074728932593,1.0532941757107823,1.1576957389950997
215,2020-09-26 23:59:00,1869,1720.2343812047484,1.1086723726394223,1.0570072643534145,1.1631676945741947
216,2020-09-27 23:59:00,1766,1758.382567982551,1.1176056503030372,1.067138979593113,1.1703137164260162
217,2020-09-28 23:59:00,1494,1812.3758581785798,1.1348281831290405,1.0851899976195056,1.1867378289228958
218,2020-09-29 23:59:00,1648,1888.9684522549037,1.1637462824386429,1.111261894348164,1.2152873461086462
219,2020-09-30 23:59:00,1851,1991.5171395370157,1.2034268423713435,1.1488182080285791,1.2545774509600047
220,2020-10-01 23:59:00,2548,2120.369251639212,1.2505876378272098,1.199776601294214,1.3056032509150464
