Region,data,stato,codice_regione,denominazione_regione,lat,long,ricoverati_con_sintomi,terapia_intensiva,totale_ospedalizzati,isolamento_domiciliare,totale_positivi,variazione_totale_positivi,nuovi_positivi,dimessi_guariti,deceduti,casi_da_sospetto_diagnostico,casi_da_screening,totale_casi,tamponi,casi_testati,ingressi_terapia_intensiva,totale_positivi_test_molecolare,totale_positivi_test_antigenico_rapido,tamponi_test_molecolare,tamponi_test_antigenico_rapido,codice_nuts_1,codice_nuts_2,nuovi_positivi_smooth_deseas_Rt_MCMC_pastdays_000,nuovi_positivi_smooth_deseas_Rt_MCMC_HDI_95_min_pastdays_000,nuovi_positivi_smooth_deseas_Rt_MCMC_HDI_95_max_pastdays_000
Lombardia,2020-06-30 23:59:00,ITA,3,Lombardia,45.46679409,9.190347404,297,42,339,9721,10060,-763,62,67197,16644,88687.0,5214.0,93901,1036548,619851.0,,,,,,,,,,
Marche,2020-06-30 23:59:00,ITA,11,Marche,43.61675973,13.5188753,8,0,8,258,266,-8,0,5528,991,6785.0,0.0,6785,137340,82950.0,,,,,,,,,,
Molise,2020-06-30 23:59:00,ITA,14,Molise,41.55774754,14.65916051,0,0,0,25,25,-1,0,397,23,444.0,1.0,445,22660,21585.0,,,,,,,,,,
P.A. Bolzano,2020-06-30 23:59:00,ITA,21,P.A. Bolzano,46.49933453,11.35662422,3,1,4,80,84,-1,0,2263,292,2639.0,0.0,2639,84172,40961.0,,,,,,,,,,
P.A. Trento,2020-06-30 23:59:00,ITA,22,P.A. Trento,46.06893511,11.12123097,1,0,1,49,50,-3,0,4408,405,3378.0,1485.0,4863,121315,62918.0,,,,,,,,,,
Piemonte,2020-06-30 23:59:00,ITA,1,Piemonte,45.0732745,7.680687483,267,12,279,1144,1423,-67,11,25836,4090,27273.0,4076.0,31349,415257,259420.0,,,,,,,,,,
Puglia,2020-06-30 23:59:00,ITA,16,Puglia,41.12559576,16.86736689,25,0,25,104,129,-16,0,3857,545,2173.0,2358.0,4531,178251,118741.0,,,,,,,,,,
Sardegna,2020-06-30 23:59:00,ITA,20,Sardegna,39.21531192,9.110616306,6,0,6,8,14,0,2,1219,133,1360.0,6.0,1366,83439,70030.0,,,,,,,,,,
Sicilia,2020-06-30 23:59:00,ITA,19,Sicilia,38.11569725,13.362356699999998,19,3,22,106,128,1,2,2670,282,2749.0,331.0,3080,209071,171130.0,,,,,,,,,,
Toscana,2020-06-30 23:59:00,ITA,9,Toscana,43.76923077,11.25588885,17,6,23,306,329,2,2,8817,1104,10032.0,218.0,10250,337110,229809.0,,,,,,,,,,
Umbria,2020-06-30 23:59:00,ITA,10,Umbria,43.10675841,12.38824698,3,1,4,6,10,1,1,1351,80,1428.0,13.0,1441,95627,65217.0,,,,,,,,,,
Valle d'Aosta,2020-06-30 23:59:00,ITA,2,Valle d'Aosta,45.73750286,7.320149366,4,0,4,0,4,1,1,1045,146,1083.0,112.0,1195,18263,13805.0,,,,,,,,,,
Veneto,2020-06-30 23:59:00,ITA,5,Veneto,45.43490485,12.33845213,21,0,21,441,462,0,8,16812,2012,19259.0,27.0,19286,957466,408628.0,,,,,,,,,,
Abruzzo,2020-07-01 23:59:00,ITA,13,Abruzzo,42.35122196,13.39843823,32,0,32,138,170,-27,2,2655,464,3099.0,190.0,3289,106350,70898.0,,,,,,,,,,
Basilicata,2020-07-01 23:59:00,ITA,17,Basilicata,40.63947052,15.80514834,0,0,0,2,2,-1,0,373,27,401.0,1.0,402,39787,39007.0,,,,,,,,,,
Calabria,2020-07-01 23:59:00,ITA,18,Calabria,38.90597598,16.59440194,4,0,4,22,26,-1,0,1058,97,1159.0,22.0,1181,95926,93892.0,,,,,,,,,,
Campania,2020-07-01 23:59:00,ITA,15,Campania,40.83956555,14.25084984,16,0,16,173,189,8,9,4078,432,4678.0,21.0,4699,285388,139678.0,,,,,,,,,,
Emilia-Romagna,2020-07-01 23:59:00,ITA,8,Emilia-Romagna,44.49436681,11.3417208,104,10,114,888,1002,-8,16,23242,4264,27970.0,538.0,28508,499426,298840.0,,,,,,,,,,
Friuli Venezia Giulia,2020-07-01 23:59:00,ITA,6,Friuli Venezia Giulia,45.6494354,13.76813649,6,0,6,50,56,11,4,2911,345,3311.0,1.0,3312,192106,107364.0,,,,,,,,,,
Lazio,2020-07-01 23:59:00,ITA,12,Lazio,41.89277044,12.48366722,190,12,202,630,832,-4,9,6448,839,5996.0,2123.0,8119,341083,279387.0,,,,,,,,,,
Liguria,2020-07-01 23:59:00,ITA,7,Liguria,44.41149315,8.9326992,42,3,45,235,280,0,5,8144,1558,8747.0,1235.0,9982,148585,79497.0,,,,,,,,,,
Lombardia,2020-07-01 23:59:00,ITA,3,Lombardia,45.46679409,9.190347404,277,41,318,9620,9938,-122,109,67422,16650,88747.0,5263.0,94010,1044975,625197.0,,,,,,,,,,
Marche,2020-07-01 23:59:00,ITA,11,Marche,43.61675973,13.5188753,8,0,8,240,248,-18,5,5551,987,6786.0,0.0,6786,138550,83726.0,,,,,,,,,,
Molise,2020-07-01 23:59:00,ITA,14,Molise,41.55774754,14.65916051,0,0,0,25,25,0,0,397,23,444.0,1.0,445,22886,21809.0,,,,,,,,,,
P.A. Bolzano,2020-07-01 23:59:00,ITA,21,P.A. Bolzano,46.49933453,11.35662422,3,1,4,80,84,0,3,2266,292,2642.0,0.0,2642,84846,41389.0,,,,,,,,,,
P.A. Trento,2020-07-01 23:59:00,ITA,22,P.A. Trento,46.06893511,11.12123097,1,0,1,46,47,-3,1,4412,405,3378.0,1486.0,4864,122574,63299.0,,,,,,,,,,
Piemonte,2020-07-01 23:59:00,ITA,1,Piemonte,45.0732745,7.680687483,260,11,271,1082,1353,-70,16,25921,4091,27132.0,4233.0,31365,419291,261774.0,,,,,,,,,,
Puglia,2020-07-01 23:59:00,ITA,16,Puglia,41.12559576,16.86736689,24,0,24,88,112,-17,0,3873,545,2159.0,2371.0,4530,180664,120651.0,,,,,,,,,,
Sardegna,2020-07-01 23:59:00,ITA,20,Sardegna,39.21531192,9.110616306,5,0,5,6,11,-3,0,1222,133,1360.0,6.0,1366,84569,71039.0,,,,,,,,,,
Sicilia,2020-07-01 23:59:00,ITA,19,Sicilia,38.11569725,13.362356699999998,18,3,21,105,126,-2,1,2673,282,2749.0,332.0,3081,211496,172947.0,,,,,,,,,,
Toscana,2020-07-01 23:59:00,ITA,9,Toscana,43.76923077,11.25588885,13,5,18,305,323,-6,4,8825,1106,10036.0,218.0,10254,341165,231407.0,,,,,,,,,,
Umbria,2020-07-01 23:59:00,ITA,10,Umbria,43.10675841,12.38824698,3,1,4,6,10,0,0,1351,80,1428.0,13.0,1441,96602,65770.0,,,,,,,,,,
Valle d'Aosta,2020-07-01 23:59:00,ITA,2,Valle d'Aosta,45.73750286,7.320149366,2,0,2,1,3,-1,0,1046,146,1083.0,112.0,1195,18414,13892.0,,,,,,,,,,
Veneto,2020-07-01 23:59:00,ITA,5,Veneto,45.43490485,12.33845213,17,0,17,401,418,-44,3,16849,2022,19259.0,30.0,19289,970793,411837.0,,,,,,,,,,
Abruzzo,2020-07-02 23:59:00,ITA,13,Abruzzo,42.35122196,13.39843823,28,0,28,132,160,-10,3,2668,464,3102.0,190.0,3292,107535,71520.0,,,,,,,,,,
Basilicata,2020-07-02 23:59:00,ITA,17,Basilicata,40.63947052,15.80514834,0,0,0,2,2,0,0,373,27,401.0,1.0,402,40041,39261.0,,,,,,,,,,
Calabria,2020-07-02 23:59:00,ITA,18,Calabria,38.90597598,16.59440194,4,0,4,21,25,-1,0,1059,97,1159.0,22.0,1181,96914,94880.0,,,,,,,,,,
Campania,2020-07-02 23:59:00,ITA,15,Campania,40.83956555,14.25084984,15,0,15,175,190,1,3,4080,432,4680.0,22.0,4702,286812,140525.0,,,,,,,,,,
Emilia-Romagna,2020-07-02 23:59:00,ITA,8,Emilia-Romagna,44.49436681,11.3417208,96,9,105,898,1003,1,27,23267,4265,27981.0,554.0,28535,504288,301588.0,,,,,,,,,,
Friuli Venezia Giulia,2020-07-02 23:59:00,ITA,6,Friuli Venezia Giulia,45.6494354,13.76813649,6,0,6,56,62,6,2,2907,345,3311.0,3.0,3314,194395,107907.0,,,,,,,,,,
Lazio,2020-07-02 23:59:00,ITA,12,Lazio,41.89277044,12.48366722,188,11,199,632,831,-1,11,6460,839,6000.0,2130.0,8130,343882,281743.0,,,,,,,,,,
Liguria,2020-07-02 23:59:00,ITA,7,Liguria,44.41149315,8.9326992,41,3,44,237,281,1,2,8145,1558,8737.0,1247.0,9984,149910,80201.0,,,,,,,,,,
Lombardia,2020-07-02 23:59:00,ITA,3,Lombardia,45.46679409,9.190347404,241,41,282,9545,9827,-111,98,67610,16671,88793.0,5315.0,94108,1054415,630993.0,,,,,,,,,,
Marche,2020-07-02 23:59:00,ITA,11,Marche,43.61675973,13.5188753,8,0,8,230,238,-10,3,5564,987,6789.0,0.0,6789,139893,84572.0,,,,,,,,,,
Molise,2020-07-02 23:59:00,ITA,14,Molise,41.55774754,14.65916051,0,0,0,21,21,-4,0,401,23,444.0,1.0,445,23115,22013.0,,,,,,,,,,
P.A. Bolzano,2020-07-02 23:59:00,ITA,21,P.A. Bolzano,46.49933453,11.35662422,3,0,3,81,84,0,0,2266,292,2642.0,0.0,2642,85423,41686.0,,,,,,,,,,
P.A. Trento,2020-07-02 23:59:00,ITA,22,P.A. Trento,46.06893511,11.12123097,1,0,1,45,46,-1,1,4414,405,3379.0,1486.0,4865,123864,63787.0,,,,,,,,,,
Piemonte,2020-07-02 23:59:00,ITA,1,Piemonte,45.0732745,7.680687483,248,11,259,1040,1299,-54,13,25983,4096,26969.0,4409.0,31378,422647,263385.0,,,,,,,,,,
Puglia,2020-07-02 23:59:00,ITA,16,Puglia,41.12559576,16.86736689,24,0,24,85,109,-3,0,3876,545,2154.0,2376.0,4530,182713,122302.0,,,,,,,,,,
Sardegna,2020-07-02 23:59:00,ITA,20,Sardegna,39.21531192,9.110616306,7,0,7,6,13,2,2,1222,133,1360.0,8.0,1368,85381,72197.0,,,,,,,,,,
Sicilia,2020-07-02 23:59:00,ITA,19,Sicilia,38.11569725,13.362356699999998,17,3,20,114,134,8,9,2674,282,2749.0,341.0,3090,214317,174795.0,,,,,,,,,,
Toscana,2020-07-02 23:59:00,ITA,9,Toscana,43.76923077,11.25588885,11,3,14,310,324,1,4,8825,1109,10040.0,218.0,10258,344383,232951.0,,,,,,,,,,
Umbria,2020-07-02 23:59:00,ITA,10,Umbria,43.10675841,12.38824698,3,1,4,7,11,1,3,1353,80,1431.0,13.0,1444,97698,66402.0,,,,,,,,,,
Valle d'Aosta,2020-07-02 23:59:00,ITA,2,Valle d'Aosta,45.73750286,7.320149366,2,0,2,1,3,0,0,1046,146,1081.0,114.0,1195,18479,13911.0,,,,,,,,,,
Veneto,2020-07-02 23:59:00,ITA,5,Veneto,45.43490485,12.33845213,20,0,20,377,397,-21,20,16890,2022,19262.0,47.0,19309,982614,415828.0,,,,,,,,,,
Abruzzo,2020-07-03 23:59:00,ITA,13,Abruzzo,42.35122196,13.39843823,27,0,27,129,156,-4,6,2678,464,3104.0,194.0,3298,108363,71976.0,,,,,,,,,,
Basilicata,2020-07-03 23:59:00,ITA,17,Basilicata,40.63947052,15.80514834,0,0,0,4,4,2,2,373,27,401.0,3.0,404,40333,39553.0,,,,,,,,,,
Calabria,2020-07-03 23:59:00,ITA,18,Calabria,38.90597598,16.59440194,4,0,4,21,25,0,1,1060,97,1159.0,23.0,1182,97852,95818.0,,,,,,,,,,
Campania,2020-07-03 23:59:00,ITA,15,Campania,40.83956555,14.25084984,35,0,35,162,197,7,10,4083,432,4682.0,30.0,4712,289253,142219.0,,,,,,,,,,
Emilia-Romagna,2020-07-03 23:59:00,ITA,8,Emilia-Romagna,44.49436681,11.3417208,87,9,96,915,1011,8,27,23284,4267,27990.0,572.0,28562,508691,304202.0,,,,,,,,,,
Friuli Venezia Giulia,2020-07-03 23:59:00,ITA,6,Friuli Venezia Giulia,45.6494354,13.76813649,6,0,6,62,68,6,4,2905,345,3315.0,3.0,3318,196975,108444.0,,,,,,,,,,
Lazio,2020-07-03 23:59:00,ITA,12,Lazio,41.89277044,12.48366722,188,11,199,627,826,-5,11,6475,840,6008.0,2133.0,8141,346239,283710.0,,,,,,,,,,
Liguria,2020-07-03 23:59:00,ITA,7,Liguria,44.41149315,8.9326992,40,3,43,240,283,2,3,8146,1558,8723.0,1264.0,9987,151324,80887.0,,,,,,,,,,
Lombardia,2020-07-03 23:59:00,ITA,3,Lombardia,45.46679409,9.190347404,241,41,282,9395,9677,-150,115,67871,16675,88834.0,5389.0,94223,1064173,636860.0,,,,,,,,,,
Marche,2020-07-03 23:59:00,ITA,11,Marche,43.61675973,13.5188753,6,0,6,221,227,-11,0,5575,987,6789.0,0.0,6789,140965,85256.0,,,,,,,,,,
Molise,2020-07-03 23:59:00,ITA,14,Molise,41.55774754,14.65916051,0,0,0,21,21,0,0,401,23,444.0,1.0,445,23262,22167.0,,,,,,,,,,
P.A. Bolzano,2020-07-03 23:59:00,ITA,21,P.A. Bolzano,46.49933453,11.35662422,3,0,3,80,83,-1,0,2267,292,2642.0,0.0,2642,85938,42017.0,,,,,,,,,,
P.A. Trento,2020-07-03 23:59:00,ITA,22,P.A. Trento,46.06893511,11.12123097,2,0,2,44,46,0,6,4420,405,3380.0,1491.0,4871,125206,64218.0,,,,,,,,,,
Piemonte,2020-07-03 23:59:00,ITA,1,Piemonte,45.0732745,7.680687483,235,10,245,1030,1275,-24,16,26019,4100,26872.0,4522.0,31394,425052,264608.0,,,,,,,,,,
Puglia,2020-07-03 23:59:00,ITA,16,Puglia,41.12559576,16.86736689,21,0,21,88,109,0,3,3879,545,2152.0,2381.0,4533,184749,123414.0,,,,,,,,,,
Sardegna,2020-07-03 23:59:00,ITA,20,Sardegna,39.21531192,9.110616306,6,0,6,8,14,1,1,1222,133,1360.0,9.0,1369,86534,72993.0,,,,,,,,,,
Sicilia,2020-07-03 23:59:00,ITA,19,Sicilia,38.11569725,13.362356699999998,16,2,18,117,135,1,1,2674,282,2749.0,342.0,3091,217147,176956.0,,,,,,,,,,
Toscana,2020-07-03 23:59:00,ITA,9,Toscana,43.76923077,11.25588885,13,3,16,307,323,-1,9,8832,1112,10049.0,218.0,10267,347127,234084.0,,,,,,,,,,
Umbria,2020-07-03 23:59:00,ITA,10,Umbria,43.10675841,12.38824698,4,0,4,6,10,-1,2,1356,80,1432.0,14.0,1446,98488,66783.0,,,,,,,,,,
Valle d'Aosta,2020-07-03 23:59:00,ITA,2,Valle d'Aosta,45.73750286,7.320149366,3,0,3,1,4,1,1,1046,146,1082.0,114.0,1196,18576,13966.0,,,,,,,,,,
Veneto,2020-07-03 23:59:00,ITA,5,Veneto,45.43490485,12.33845213,19,0,19,371,390,-7,5,16901,2023,19263.0,51.0,19314,992568,417996.0,,,,,,,,,,
Abruzzo,2020-07-04 23:59:00,ITA,13,Abruzzo,42.35122196,13.39843823,28,0,28,131,159,3,7,2682,464,3108.0,197.0,3305,109379,72652.0,,,,,,,,,,
Basilicata,2020-07-04 23:59:00,ITA,17,Basilicata,40.63947052,15.80514834,0,0,0,4,4,0,0,373,27,401.0,3.0,404,40562,39782.0,,,,,,,,,,
Calabria,2020-07-04 23:59:00,ITA,18,Calabria,38.90597598,16.59440194,3,0,3,23,26,1,1,1060,97,1159.0,24.0,1183,98936,96902.0,,,,,,,,,,
Campania,2020-07-04 23:59:00,ITA,15,Campania,40.83956555,14.25084984,37,0,37,161,198,1,2,4084,432,4683.0,31.0,4714,290745,143232.0,,,,,,,,,,
Emilia-Romagna,2020-07-04 23:59:00,ITA,8,Emilia-Romagna,44.49436681,11.3417208,88,8,96,941,1037,26,51,23309,4267,28001.0,612.0,28613,514204,307615.0,,,,,,,,,,
Friuli Venezia Giulia,2020-07-04 23:59:00,ITA,6,Friuli Venezia Giulia,45.6494354,13.76813649,6,0,6,67,73,5,8,2908,345,3322.0,4.0,3326,199207,109076.0,,,,,,,,,,
Lazio,2020-07-04 23:59:00,ITA,12,Lazio,41.89277044,12.48366722,197,11,208,646,854,28,31,6477,841,6019.0,2153.0,8172,348633,285697.0,,,,,,,,,,
Liguria,2020-07-04 23:59:00,ITA,7,Liguria,44.41149315,8.9326992,39,2,41,242,283,0,4,8150,1558,8713.0,1278.0,9991,152888,81739.0,,,,,,,,,,
Lombardia,2020-07-04 23:59:00,ITA,3,Lombardia,45.46679409,9.190347404,231,36,267,9159,9426,-251,95,68201,16691,88857.0,5461.0,94318,1074333,642762.0,,,,,,,,,,
Marche,2020-07-04 23:59:00,ITA,11,Marche,43.61675973,13.5188753,5,0,5,198,203,-24,0,5599,987,6789.0,0.0,6789,142031,85913.0,,,,,,,,,,
Molise,2020-07-04 23:59:00,ITA,14,Molise,41.55774754,14.65916051,0,0,0,21,21,0,0,401,23,444.0,1.0,445,23399,22303.0,,,,,,,,,,
P.A. Bolzano,2020-07-04 23:59:00,ITA,21,P.A. Bolzano,46.49933453,11.35662422,3,0,3,82,85,2,3,2268,292,2645.0,0.0,2645,86556,42385.0,,,,,,,,,,
P.A. Trento,2020-07-04 23:59:00,ITA,22,P.A. Trento,46.06893511,11.12123097,2,0,2,46,48,2,2,4420,405,3380.0,1493.0,4873,126689,64691.0,,,,,,,,,,
Piemonte,2020-07-04 23:59:00,ITA,1,Piemonte,45.0732745,7.680687483,225,9,234,983,1217,-58,11,26086,4102,26713.0,4692.0,31405,427590,266238.0,,,,,,,,,,
Puglia,2020-07-04 23:59:00,ITA,16,Puglia,41.12559576,16.86736689,21,0,21,90,111,2,3,3880,545,2143.0,2393.0,4536,186569,125029.0,,,,,,,,,,
Sardegna,2020-07-04 23:59:00,ITA,20,Sardegna,39.21531192,9.110616306,6,0,6,7,13,-1,0,1223,133,1360.0,9.0,1369,87244,73703.0,,,,,,,,,,
Sicilia,2020-07-04 23:59:00,ITA,19,Sicilia,38.11569725,13.362356699999998,15,2,17,121,138,3,3,2674,282,2749.0,345.0,3094,219841,179117.0,,,,,,,,,,
Toscana,2020-07-04 23:59:00,ITA,9,Toscana,43.76923077,11.25588885,11,2,13,311,324,1,9,8838,1114,10058.0,218.0,10276,349745,235764.0,,,,,,,,,,
Umbria,2020-07-04 23:59:00,ITA,10,Umbria,43.10675841,12.38824698,4,0,4,5,9,-1,1,1358,80,1433.0,14.0,1447,99397,67231.0,,,,,,,,,,
Valle d'Aosta,2020-07-04 23:59:00,ITA,2,Valle d'Aosta,45.73750286,7.320149366,3,0,3,1,4,0,0,1046,146,1082.0,114.0,1196,18650,14000.0,,,,,,,,,,
Veneto,2020-07-04 23:59:00,ITA,5,Veneto,45.43490485,12.33845213,16,1,17,371,388,-2,4,16907,2023,19265.0,53.0,19318,1004228,421242.0,,,,,,,,,,
Abruzzo,2020-07-05 23:59:00,ITA,13,Abruzzo,42.35122196,13.39843823,30,0,30,133,163,4,4,2682,464,3107.0,202.0,3309,110052,73142.0,,,,,,,,,,
Basilicata,2020-07-05 23:59:00,ITA,17,Basilicata,40.63947052,15.80514834,0,0,0,4,4,0,0,373,27,400.0,4.0,404,40562,39782.0,,,,,,,,,,
Calabria,2020-07-05 23:59:00,ITA,18,Calabria,38.90597598,16.59440194,3,0,3,23,26,0,0,1060,97,1159.0,24.0,1183,99467,97433.0,,,,,,,,,,
Campania,2020-07-05 23:59:00,ITA,15,Campania,40.83956555,14.25084984,36,0,36,165,201,3,5,4086,432,4685.0,34.0,4719,292593,144281.0,,,,,,,,,,
Emilia-Romagna,2020-07-05 23:59:00,ITA,8,Emilia-Romagna,44.49436681,11.3417208,88,9,97,932,1029,-8,24,23340,4268,28012.0,625.0,28637,517215,309970.0,,,,,,,,,,
Friuli Venezia Giulia,2020-07-05 23:59:00,ITA,6,Friuli Venezia Giulia,45.6494354,13.76813649,7,0,7,66,73,0,0,2908,345,3322.0,4.0,3326,199988,109389.0,,,,,,,,,,
Lazio,2020-07-05 23:59:00,ITA,12,Lazio,41.89277044,12.48366722,199,11,210,651,861,7,14,6484,841,6025.0,2161.0,8186,350978,287673.0,,,,,,,,,,
Liguria,2020-07-05 23:59:00,ITA,7,Liguria,44.41149315,8.9326992,43,3,46,243,289,6,8,8152,1558,8721.0,1278.0,9999,154061,82338.0,,,,,,,,,,
Lombardia,2020-07-05 23:59:00,ITA,3,Lombardia,45.46679409,9.190347404,230,36,266,9179,9445,19,98,68274,16697,88891.0,5525.0,94416,1083105,647739.0,,,,,,,,,,
Marche,2020-07-05 23:59:00,ITA,11,Marche,43.61675973,13.5188753,5,0,5,189,194,-9,1,5609,987,6790.0,0.0,6790,143029,86515.0,,,,,,,,,,
Molise,2020-07-05 23:59:00,ITA,14,Molise,41.55774754,14.65916051,0,0,0,21,21,0,0,401,23,444.0,1.0,445,23529,22432.0,,,,,,,,,,
P.A. Bolzano,2020-07-05 23:59:00,ITA,21,P.A. Bolzano,46.49933453,11.35662422,3,0,3,82,85,0,2,2270,292,2647.0,0.0,2647,87236,42772.0,,,,,,,,,,
P.A. Trento,2020-07-05 23:59:00,ITA,22,P.A. Trento,46.06893511,11.12123097,2,0,2,40,42,-6,0,4426,405,3380.0,1493.0,4873,127886,65033.0,,,,,,,,,,
Piemonte,2020-07-05 23:59:00,ITA,1,Piemonte,45.0732745,7.680687483,226,9,235,982,1217,0,18,26104,4102,26686.0,4737.0,31423,430300,267961.0,,,,,,,,,,
Puglia,2020-07-05 23:59:00,ITA,16,Puglia,41.12559576,16.86736689,20,0,20,90,110,-1,0,3881,545,2142.0,2394.0,4536,188242,125961.0,,,,,,,,,,
Sardegna,2020-07-05 23:59:00,ITA,20,Sardegna,39.21531192,9.110616306,4,0,4,8,12,-1,1,1225,133,1360.0,10.0,1370,87553,74074.0,,,,,,,,,,
Sicilia,2020-07-05 23:59:00,ITA,19,Sicilia,38.11569725,13.362356699999998,13,2,15,123,138,0,0,2674,282,2749.0,345.0,3094,221210,180132.0,,,,,,,,,,
Toscana,2020-07-05 23:59:00,ITA,9,Toscana,43.76923077,11.25588885,12,2,14,316,330,6,9,8841,1114,10065.0,220.0,10285,352549,237344.0,,,,,,,,,,
Umbria,2020-07-05 23:59:00,ITA,10,Umbria,43.10675841,12.38824698,4,0,4,5,9,0,0,1358,80,1433.0,14.0,1447,100193,67644.0,,,,,,,,,,
Valle d'Aosta,2020-07-05 23:59:00,ITA,2,Valle d'Aosta,45.73750286,7.320149366,4,0,4,1,5,1,0,1045,146,1082.0,114.0,1196,18707,14039.0,,,,,,,,,,
Veneto,2020-07-05 23:59:00,ITA,5,Veneto,45.43490485,12.33845213,16,2,18,370,388,0,8,16915,2023,19268.0,58.0,19326,1009833,422585.0,,,,,,,,,,
Abruzzo,2020-07-06 23:59:00,ITA,13,Abruzzo,42.35122196,13.39843823,30,0,30,126,156,-7,0,2689,464,3106.0,203.0,3309,110126,73199.0,,,,,,,,,,
Basilicata,2020-07-06 23:59:00,ITA,17,Basilicata,40.63947052,15.80514834,0,0,0,4,4,0,0,373,27,400.0,4.0,404,40807,40027.0,,,,,,,,,,
Calabria,2020-07-06 23:59:00,ITA,18,Calabria,38.90597598,16.59440194,4,0,4,22,26,0,0,1060,97,1159.0,24.0,1183,99705,97671.0,,,,,,,,,,
Campania,2020-07-06 23:59:00,ITA,15,Campania,40.83956555,14.25084984,42,0,42,185,227,26,27,4087,432,4690.0,56.0,4746,293368,144742.0,,,,,,,,,,
Emilia-Romagna,2020-07-06 23:59:00,ITA,8,Emilia-Romagna,44.49436681,11.3417208,90,9,99,965,1064,35,38,23343,4268,28017.0,658.0,28675,519586,311431.0,,,,,,,,,,
Friuli Venezia Giulia,2020-07-06 23:59:00,ITA,6,Friuli Venezia Giulia,45.6494354,13.76813649,9,0,9,62,71,-2,0,2910,345,3322.0,4.0,3326,200651,109777.0,,,,,,,,,,
Lazio,2020-07-06 23:59:00,ITA,12,Lazio,41.89277044,12.48366722,200,12,212,658,870,9,19,6493,842,6035.0,2170.0,8205,353276,289493.0,,,,,,,,,,
Liguria,2020-07-06 23:59:00,ITA,7,Liguria,44.41149315,8.9326992,46,0,46,243,289,0,2,8154,1558,8712.0,1289.0,10001,154636,82633.0,,,,,,,,,,
Lombardia,2020-07-06 23:59:00,ITA,3,Lombardia,45.46679409,9.190347404,233,36,269,9223,9492,47,111,68335,16700,88967.0,5560.0,94527,1088960,651688.0,,,,,,,,,,
Marche,2020-07-06 23:59:00,ITA,11,Marche,43.61675973,13.5188753,5,0,5,184,189,-5,0,5614,987,6790.0,0.0,6790,143299,86700.0,,,,,,,,,,
Molise,2020-07-06 23:59:00,ITA,14,Molise,41.55774754,14.65916051,0,0,0,21,21,0,0,401,23,444.0,1.0,445,23616,22519.0,,,,,,,,,,
P.A. Bolzano,2020-07-06 23:59:00,ITA,21,P.A. Bolzano,46.49933453,11.35662422,3,0,3,80,83,-2,0,2272,292,2647.0,0.0,2647,87392,42875.0,,,,,,,,,,
P.A. Trento,2020-07-06 23:59:00,ITA,22,P.A. Trento,46.06893511,11.12123097,3,0,3,34,37,-5,0,4431,405,3380.0,1493.0,4873,128029,65130.0,,,,,,,,,,
Piemonte,2020-07-06 23:59:00,ITA,1,Piemonte,45.0732745,7.680687483,210,9,219,989,1208,-9,6,26117,4104,26659.0,4770.0,31429,431761,268189.0,,,,,,,,,,
Puglia,2020-07-06 23:59:00,ITA,16,Puglia,41.12559576,16.86736689,18,0,18,75,93,-17,0,3898,545,2123.0,2413.0,4536,188969,127514.0,,,,,,,,,,
Sardegna,2020-07-06 23:59:00,ITA,20,Sardegna,39.21531192,9.110616306,3,0,3,7,10,-2,1,1227,134,1360.0,11.0,1371,87798,74361.0,,,,,,,,,,
Sicilia,2020-07-06 23:59:00,ITA,19,Sicilia,38.11569725,13.362356699999998,14,2,16,123,139,1,1,2674,282,2749.0,346.0,3095,222176,180811.0,,,,,,,,,,
Toscana,2020-07-06 23:59:00,ITA,9,Toscana,43.76923077,11.25588885,12,2,14,318,332,2,2,8841,1114,10067.0,220.0,10287,353862,238175.0,,,,,,,,,,
Umbria,2020-07-06 23:59:00,ITA,10,Umbria,43.10675841,12.38824698,4,0,4,5,9,0,0,1358,80,1433.0,14.0,1447,100395,67791.0,,,,,,,,,,
Valle d'Aosta,2020-07-06 23:59:00,ITA,2,Valle d'Aosta,45.73750286,7.320149366,4,0,4,1,5,0,0,1045,146,1082.0,114.0,1196,18807,14101.0,,,,,,,,,,
Veneto,2020-07-06 23:59:00,ITA,5,Veneto,45.43490485,12.33845213,16,2,18,366,384,-4,1,16919,2024,19268.0,59.0,19327,1013235,423183.0,,,,,,,,,,
Abruzzo,2020-07-07 23:59:00,ITA,13,Abruzzo,42.35122196,13.39843823,28,0,28,125,153,-3,0,2692,464,3106.0,203.0,3309,110863,73722.0,,,,,,,,,,
Basilicata,2020-07-07 23:59:00,ITA,17,Basilicata,40.63947052,15.80514834,0,0,0,4,4,0,0,373,27,400.0,4.0,404,41102,40322.0,,,,,,,,,,
Calabria,2020-07-07 23:59:00,ITA,18,Calabria,38.90597598,16.59440194,4,0,4,23,27,1,1,1060,97,1159.0,25.0,1184,100737,98703.0,,,,,,,,,,
Campania,2020-07-07 23:59:00,ITA,15,Campania,40.83956555,14.25084984,48,0,48,178,226,-1,1,4089,432,4691.0,56.0,4747,294712,145538.0,,,,,,,,,,
Emilia-Romagna,2020-07-07 23:59:00,ITA,8,Emilia-Romagna,44.49436681,11.3417208,98,10,108,952,1060,-4,31,23377,4269,28028.0,678.0,28706,526212,314717.0,,,,,,,,,,
Friuli Venezia Giulia,2020-07-07 23:59:00,ITA,6,Friuli Venezia Giulia,45.6494354,13.76813649,7,0,7,65,72,1,1,2910,345,3323.0,4.0,3327,202753,110428.0,,,,,,,,,,
